sog,twd,cog,tws,mainsheet_length,jibsheet_length,cunningham_length,main_halyard_length,jib_halyard_length,outhaul_length,vang_length,traveller_length,tcd_low,tcd_med,tcd_high,image_name
2.62,233.98,357.46,14.06,2.0,0.5,1.07,1.5,1.0,1.58,0.4,0.33,0.7,4.41,0.64,mainsail_79.jpg
13.08,252.7,26.57,11.44,0.5,0.5,1.5,1.5,1.0,0.3,1.75,-0.17,0.7,0.69,6.79,mainsail_80.jpg
9.73,286.48,199.38,24.59,0.5,0.5,0.2,1.5,1.0,0.3,1.75,0.5,0.15,4.41,0.61,mainsail_81.jpg
5.63,320.39,348.94,4.58,2.0,2.5,0.2,1.5,1.0,2.0,0.4,0.5,0.7,4.41,0.64,mainsail_82.jpg
1.89,121.67,188.31,11.15,3.0,1.5,1.07,1.5,1.0,2.0,1.3,0.0,0.15,4.41,0.61,mainsail_83.jpg
5.35,135.21,226.58,24.3,3.0,1.0,0.2,1.5,1.0,1.15,2.2,-0.33,0.7,0.69,0.61,mainsail_84.jpg
5.55,33.83,250.46,21.91,2.0,0.5,0.63,1.5,1.0,0.72,2.2,0.5,0.15,0.69,0.61,mainsail_85.jpg
11.21,208.18,163.63,20.79,2.5,1.5,1.5,1.5,1.0,1.58,1.75,0.17,0.15,4.41,0.61,mainsail_86.jpg
9.93,12.94,225.91,7.93,0.5,1.5,0.63,1.5,1.0,1.15,2.2,0.5,0.7,4.41,0.64,mainsail_87.jpg
13.42,167.61,210.35,5.93,0.5,1.0,0.2,1.5,1.0,2.0,0.4,0.5,20.61,0.69,0.64,mainsail_88.jpg
7.61,195.35,324.41,17.38,2.5,2.5,1.07,1.5,1.0,1.58,0.4,0.5,0.7,0.69,0.64,mainsail_89.jpg
2.67,103.15,16.36,23.38,3.0,2.0,1.5,1.5,1.0,2.0,1.75,-0.5,0.15,4.41,6.79,mainsail_90.jpg
10.99,212.69,101.14,14.81,1.5,2.0,0.2,1.5,1.0,1.58,1.75,-0.33,20.61,4.41,0.64,mainsail_91.jpg
11.65,10.98,342.14,15.15,1.5,1.5,0.2,1.5,1.0,0.72,1.75,0.17,0.7,4.41,0.61,mainsail_92.jpg
8.86,13.44,320.49,8.44,1.5,1.0,1.07,1.5,1.0,1.15,1.3,-0.33,0.7,0.96,0.64,mainsail_93.jpg
11.79,296.13,164.03,19.7,3.0,2.0,1.07,1.5,1.0,1.58,2.2,0.0,0.7,0.69,0.61,mainsail_94.jpg
7.91,129.67,223.24,6.3,3.0,1.5,0.63,1.5,1.0,0.3,1.75,0.0,20.61,0.96,6.79,mainsail_95.jpg
8.32,45.74,99.85,9.44,2.5,2.5,1.5,1.5,1.0,0.3,0.85,0.0,0.15,0.69,0.61,mainsail_96.jpg
6.99,188.0,67.72,11.79,0.5,2.0,1.5,1.5,1.0,1.58,0.85,0.33,0.7,0.69,0.61,mainsail_97.jpg
1.36,277.19,166.93,13.68,2.5,1.5,1.07,1.5,1.0,1.58,0.4,0.5,0.7,0.69,0.61,mainsail_98.jpg
2.51,77.69,127.2,7.58,2.5,1.5,0.63,1.5,1.0,1.58,2.2,0.33,0.7,0.69,6.79,mainsail_99.jpg
1.44,224.23,210.11,4.64,3.0,0.5,1.5,1.5,1.0,0.3,1.75,-0.5,0.7,0.69,0.64,mainsail_100.jpg
9.91,30.72,27.98,16.04,1.5,2.5,1.07,1.5,1.0,0.3,0.85,0.0,0.7,0.69,0.64,mainsail_101.jpg
5.4,18.6,350.77,8.64,1.0,0.5,0.2,1.5,1.0,1.58,2.2,0.17,0.15,0.69,6.79,mainsail_102.jpg
8.12,191.28,355.03,15.37,0.5,1.0,1.5,1.5,1.0,2.0,0.4,-0.33,0.15,0.96,0.61,mainsail_103.jpg
13.71,194.62,251.33,5.55,3.0,0.5,0.63,1.5,1.0,2.0,1.3,0.5,0.7,4.41,0.64,mainsail_104.jpg
4.49,229.47,192.99,13.07,1.5,0.5,0.63,1.5,1.0,0.72,2.2,-0.17,20.61,4.41,6.79,mainsail_105.jpg
6.75,261.39,111.43,14.25,1.0,2.0,0.63,1.5,1.0,1.15,2.2,0.17,0.15,0.96,0.64,mainsail_106.jpg
11.58,351.3,292.96,3.19,1.0,1.5,0.2,1.5,1.0,2.0,1.3,0.5,20.61,0.96,6.79,mainsail_107.jpg
4.2,185.86,246.5,9.74,3.0,2.5,1.5,1.5,1.0,0.3,2.2,0.33,0.15,0.96,0.61,mainsail_108.jpg
2.08,116.26,58.54,5.09,2.0,0.5,1.5,1.5,1.0,2.0,0.4,0.33,0.7,0.96,0.64,mainsail_109.jpg
5.06,286.26,327.92,3.46,0.5,2.5,0.2,1.5,1.0,0.72,0.4,0.17,0.15,0.69,6.79,mainsail_110.jpg
3.26,97.5,296.11,24.77,1.0,0.5,1.5,1.5,1.0,0.72,1.3,0.33,0.7,4.41,0.64,mainsail_111.jpg
14.02,158.03,341.92,9.41,3.0,1.0,0.2,1.5,1.0,1.15,1.75,0.0,0.15,0.69,0.64,mainsail_112.jpg
12.31,28.24,261.25,20.63,3.0,0.5,0.2,1.5,1.0,2.0,0.85,-0.5,0.7,4.41,0.64,mainsail_113.jpg
9.87,9.13,220.82,7.86,1.5,2.0,0.2,1.5,1.0,0.3,1.75,-0.33,0.7,4.41,0.64,mainsail_114.jpg
13.2,346.54,150.56,17.67,2.0,1.5,0.63,1.5,1.0,0.3,2.2,-0.5,0.7,0.96,6.79,mainsail_115.jpg
12.25,300.94,335.77,19.49,0.5,1.0,1.5,1.5,1.0,1.58,0.85,0.5,0.7,0.69,0.61,mainsail_116.jpg
3.61,250.54,311.77,15.7,2.5,0.5,0.2,1.5,1.0,0.3,1.3,-0.33,20.61,0.96,6.79,mainsail_117.jpg
13.5,147.22,16.28,12.85,1.5,2.5,1.5,1.5,1.0,1.15,1.3,-0.33,0.7,0.69,6.79,mainsail_118.jpg
8.55,62.38,9.49,11.47,1.0,1.0,0.63,1.5,1.0,1.15,0.85,-0.5,20.61,4.41,6.79,mainsail_119.jpg
12.3,56.32,135.52,10.02,1.0,1.0,0.2,1.5,1.0,0.3,0.4,0.17,20.61,0.96,0.61,mainsail_120.jpg
13.55,90.08,291.79,23.38,1.5,0.5,1.07,1.5,1.0,0.3,0.85,-0.33,0.7,0.96,0.64,mainsail_121.jpg
5.45,197.72,355.41,21.1,3.0,1.0,0.63,1.5,1.0,1.58,2.2,-0.5,20.61,4.41,0.64,mainsail_122.jpg
2.54,257.25,54.15,24.2,1.0,2.5,1.07,1.5,1.0,0.3,0.4,-0.33,0.15,4.41,0.64,mainsail_123.jpg
4.19,237.66,213.88,4.86,2.0,1.0,1.5,1.5,1.0,1.58,1.3,-0.17,0.7,4.41,0.61,mainsail_124.jpg
6.98,100.77,137.12,18.81,0.5,2.5,1.5,1.5,1.0,1.58,0.85,0.17,20.61,0.96,0.64,mainsail_125.jpg
12.45,343.74,349.16,23.58,2.0,0.5,0.63,1.5,1.0,0.3,1.75,0.0,0.7,0.69,0.61,mainsail_126.jpg
13.05,265.64,303.15,6.17,1.0,1.5,1.5,1.5,1.0,0.72,1.75,-0.33,0.7,0.96,0.64,mainsail_127.jpg
1.1,199.56,301.79,3.53,2.5,1.0,1.07,1.5,1.0,0.72,2.2,-0.17,0.7,0.69,0.64,mainsail_128.jpg
8.15,220.21,168.72,19.05,0.5,1.5,0.2,1.5,1.0,1.58,1.75,0.0,20.61,0.96,6.79,mainsail_129.jpg
6.84,151.05,149.33,15.21,0.5,2.5,0.2,1.5,1.0,0.3,0.85,0.0,0.15,0.96,0.61,mainsail_130.jpg
4.11,89.18,98.42,21.36,1.5,1.0,0.2,1.5,1.0,0.72,0.85,0.5,0.15,4.41,6.79,mainsail_131.jpg
2.68,128.15,20.29,5.21,1.5,2.0,0.63,1.5,1.0,0.3,1.75,-0.33,20.61,0.69,6.79,mainsail_132.jpg
5.73,272.82,311.29,20.29,2.5,1.5,1.5,1.5,1.0,0.3,0.85,-0.5,0.7,0.96,6.79,mainsail_133.jpg
14.2,5.18,292.64,6.64,3.0,1.0,1.07,1.5,1.0,0.3,2.2,-0.33,20.61,0.96,0.61,mainsail_134.jpg
5.52,41.78,359.89,5.76,0.5,1.5,1.5,1.5,1.0,2.0,0.4,-0.17,20.61,4.41,0.61,mainsail_135.jpg
8.26,16.56,358.78,5.78,2.5,1.0,1.5,1.5,1.0,0.3,2.2,0.0,20.61,4.41,0.64,mainsail_136.jpg
10.84,14.66,199.95,20.74,1.5,0.5,1.5,1.5,1.0,2.0,2.2,-0.33,0.7,0.69,6.79,mainsail_137.jpg
6.09,307.96,276.83,17.3,1.5,1.5,0.2,1.5,1.0,1.58,0.85,-0.5,20.61,0.96,0.64,mainsail_138.jpg
14.6,253.31,340.11,14.03,0.5,2.0,1.07,1.5,1.0,0.72,0.4,0.5,0.7,0.69,6.79,mainsail_139.jpg
14.47,170.7,305.86,10.25,2.0,2.0,1.07,1.5,1.0,0.72,0.85,-0.33,20.61,0.96,0.61,mainsail_140.jpg
4.52,35.22,89.04,22.18,1.0,2.5,1.5,1.5,1.0,0.72,1.3,0.17,0.15,0.69,0.61,mainsail_141.jpg
7.96,176.98,162.19,11.03,1.5,1.0,0.2,1.5,1.0,0.72,0.85,0.5,20.61,4.41,0.61,mainsail_142.jpg
5.21,170.45,46.5,20.78,3.0,1.5,0.2,1.5,1.0,0.72,0.85,-0.5,20.61,0.96,6.79,mainsail_143.jpg
4.99,62.35,343.45,12.1,3.0,2.5,1.07,1.5,1.0,0.72,0.85,-0.17,0.15,0.69,0.61,mainsail_144.jpg
1.52,156.18,218.22,10.67,1.5,1.5,0.2,1.5,1.0,0.72,0.4,0.0,0.7,4.41,6.79,mainsail_145.jpg
9.53,143.46,82.31,12.64,2.0,1.0,0.2,1.5,1.0,1.58,0.85,-0.33,0.7,4.41,0.64,mainsail_146.jpg
8.04,221.7,241.81,8.93,2.0,2.0,0.2,1.5,1.0,0.3,0.4,-0.5,20.61,0.69,6.79,mainsail_147.jpg
1.72,228.63,222.52,19.2,2.5,0.5,0.63,1.5,1.0,1.15,1.75,0.5,0.15,0.96,0.64,mainsail_148.jpg
4.9,16.31,128.93,13.56,3.0,2.0,1.5,1.5,1.0,2.0,1.3,0.17,0.7,0.96,6.79,mainsail_149.jpg
13.72,134.86,40.88,7.34,2.5,2.5,1.07,1.5,1.0,1.15,0.4,-0.5,20.61,4.41,0.64,mainsail_150.jpg
4.35,225.3,241.76,22.69,3.0,0.5,1.07,1.5,1.0,1.15,1.75,0.33,0.15,0.96,0.61,mainsail_151.jpg
3.03,181.12,187.31,10.83,1.0,2.5,0.63,1.5,1.0,0.3,0.4,0.17,0.7,0.96,0.64,mainsail_152.jpg
7.85,308.33,278.03,14.5,1.0,1.0,1.5,1.5,1.0,0.3,0.4,0.5,0.7,0.96,0.61,mainsail_153.jpg
14.8,237.12,187.25,22.85,0.5,0.5,1.07,1.5,1.0,0.3,1.3,-0.17,0.15,4.41,0.61,mainsail_154.jpg
4.39,58.65,306.78,16.36,2.5,2.5,0.2,1.5,1.0,0.72,2.2,0.0,0.15,0.69,0.64,mainsail_155.jpg
10.41,25.4,198.68,4.69,1.5,1.0,1.07,1.5,1.0,1.58,2.2,0.5,0.15,0.96,6.79,mainsail_156.jpg
11.66,231.26,201.93,23.62,2.5,2.0,0.2,1.5,1.0,0.72,0.4,-0.17,0.15,4.41,6.79,mainsail_157.jpg
4.33,9.54,315.59,16.44,1.5,1.0,0.63,1.5,1.0,1.58,0.85,-0.33,20.61,4.41,6.79,mainsail_158.jpg
11.2,210.87,145.25,9.7,2.0,1.5,0.2,1.5,1.0,1.58,1.75,-0.5,0.15,0.69,6.79,mainsail_159.jpg
6.15,338.47,48.24,5.2,2.5,1.0,1.07,1.5,1.0,1.15,0.85,0.33,0.7,0.96,6.79,mainsail_160.jpg
9.85,207.16,10.36,20.26,2.0,1.0,1.07,1.5,1.0,1.15,0.85,0.17,0.7,0.96,0.61,mainsail_161.jpg
9.87,139.74,271.84,16.26,1.0,1.5,1.07,1.5,1.0,1.58,0.4,0.17,20.61,0.69,6.79,mainsail_162.jpg
8.5,231.58,223.31,14.27,1.0,2.5,0.63,1.5,1.0,1.58,0.4,-0.5,0.7,0.69,0.61,mainsail_163.jpg
2.26,164.97,253.46,22.56,0.5,2.5,0.63,1.5,1.0,0.72,0.4,0.33,0.7,4.41,0.61,mainsail_164.jpg
12.69,196.42,76.66,20.14,2.5,1.0,1.5,1.5,1.0,0.72,0.4,-0.5,0.15,4.41,0.61,mainsail_165.jpg
5.49,338.92,49.09,5.49,2.0,1.5,1.07,1.5,1.0,1.15,2.2,-0.33,0.7,0.69,0.64,mainsail_166.jpg
3.61,138.99,5.24,9.17,1.5,1.5,0.2,1.5,1.0,0.3,0.4,-0.17,20.61,0.96,0.64,mainsail_167.jpg
1.57,346.02,126.21,7.72,1.0,2.0,0.63,1.5,1.0,1.58,2.2,0.5,0.15,4.41,0.61,mainsail_168.jpg
9.27,325.92,212.36,19.11,1.0,2.5,1.07,1.5,1.0,0.72,2.2,0.17,0.15,4.41,0.64,mainsail_169.jpg
10.49,70.48,141.2,2.77,1.5,0.5,1.07,1.5,1.0,1.15,0.4,-0.33,20.61,0.96,6.79,mainsail_170.jpg
1.23,24.97,157.49,15.11,2.0,2.5,0.63,1.5,1.0,0.72,1.3,-0.17,0.15,4.41,6.79,mainsail_171.jpg
8.17,36.28,325.49,19.54,2.0,2.5,1.5,1.5,1.0,1.58,1.75,-0.33,0.15,0.96,0.61,mainsail_172.jpg
4.17,6.56,125.37,22.17,2.5,2.0,0.63,1.5,1.0,1.58,0.85,0.33,20.61,0.96,6.79,mainsail_173.jpg
10.03,34.0,185.03,9.87,2.5,0.5,0.63,1.5,1.0,2.0,2.2,0.17,0.15,0.96,0.61,mainsail_174.jpg
3.44,245.88,282.11,20.89,3.0,2.0,0.2,1.5,1.0,0.3,1.75,0.5,20.61,0.69,0.61,mainsail_175.jpg
10.67,25.63,142.75,4.54,3.0,0.5,0.2,1.5,1.0,2.0,1.3,-0.5,20.61,0.69,6.79,mainsail_176.jpg
6.41,114.83,223.94,21.47,0.5,1.0,1.5,1.5,1.0,1.15,0.85,-0.5,0.7,0.69,0.64,mainsail_177.jpg
14.11,304.15,310.44,4.93,1.0,0.5,1.07,1.5,1.0,0.72,0.85,-0.17,0.7,0.96,6.79,mainsail_178.jpg
2.93,8.38,341.82,11.14,2.5,2.0,0.63,1.5,1.0,1.15,2.2,0.5,0.15,0.96,6.79,mainsail_179.jpg
5.77,293.2,52.94,20.34,2.0,2.5,1.5,1.5,1.0,1.58,0.4,0.0,0.15,0.69,0.61,mainsail_180.jpg
2.59,101.46,333.56,5.45,1.5,0.5,0.2,1.5,1.0,2.0,1.3,0.33,20.61,4.41,0.61,mainsail_181.jpg
13.95,42.54,177.16,7.27,2.0,0.5,0.63,1.5,1.0,2.0,2.2,-0.17,0.15,0.96,0.61,mainsail_182.jpg
13.28,250.82,92.97,18.61,1.0,1.5,1.07,1.5,1.0,2.0,1.3,0.0,20.61,4.41,0.61,mainsail_183.jpg
4.61,226.41,165.28,18.56,3.0,2.5,0.2,1.5,1.0,1.15,0.4,-0.33,20.61,4.41,0.64,mainsail_184.jpg
10.24,315.88,352.8,16.75,2.0,1.0,0.2,1.5,1.0,1.58,0.4,0.33,0.15,0.96,0.64,mainsail_185.jpg
12.44,264.62,177.34,17.96,0.5,2.0,0.2,1.5,1.0,0.72,2.2,-0.33,20.61,0.96,0.64,mainsail_186.jpg
8.77,289.25,118.35,14.48,1.0,1.0,1.5,1.5,1.0,0.72,0.4,0.5,0.7,4.41,0.61,mainsail_187.jpg
8.42,101.53,228.02,7.79,3.0,2.5,1.07,1.5,1.0,1.15,1.75,0.17,0.15,4.41,0.61,mainsail_188.jpg
4.39,63.88,86.45,9.95,1.5,0.5,0.63,1.5,1.0,2.0,0.85,0.33,0.7,0.69,0.61,mainsail_189.jpg
2.3,270.21,27.31,6.18,3.0,0.5,1.5,1.5,1.0,0.3,2.2,0.0,0.15,0.69,0.64,mainsail_190.jpg
13.56,290.45,46.4,22.89,0.5,2.5,1.5,1.5,1.0,1.15,1.3,0.17,20.61,0.96,0.61,mainsail_191.jpg
13.61,356.57,46.1,15.42,1.0,0.5,1.5,1.5,1.0,1.15,1.75,-0.5,0.15,0.69,6.79,mainsail_192.jpg
